date,juliandate,a0620Cal,merr1
121103,2456235.71338,17.97175,0.032
121105,2456237.72811,18.02575,0.021
121107,2456239.73823,18.04325,0.012
121109,2456241.74986,18.15725,0.016
121113,2456245.75450,18.07175,0.013
121116,2456248.70019,18.1385,0.015
121119,2456251.67844,18.088,0.015
121121,2456253.72482,18.122,0.015
121123,2456255.75388,18.053,0.019
121125,2456257.77270,18.27125,0.031
121130,2456262.70564,17.8955,0.042
121203,2456265.68207,18.166249999999998,0.02
121205,2456267.67450,17.96025,0.012
121207,2456269.74625,18.1965,0.016
121209,2456271.69635,18.09875,0.014
121211,2456273.73621,18.169999999999998,0.013
121217,2456279.70936,18.0825,0.013
121220,2456282.74426,18.0785,0.013
121222,2456284.70649,18.052500000000002,0.019
121227,2456289.77698,18.049999999999997,0.07
121229,2456291.73244,17.89,0.034
121231,2456293.75054,18.12525,0.029
130102,2456295.67504,17.97925,0.017
130105,2456298.74135,17.848,0.012
130107,2456300.71527,17.97325,0.013
130109,2456302.66554,17.981499999999997,0.013
130111,2456304.56812,17.91425,0.011
130112,2456305.68425,17.9015,0.013
130114,2456307.65735,18.022000000000002,0.012
130116,2456309.59142,17.955750000000002,0.022
130118,2456311.67623,17.9695,0.012
130126,2456319.64885,18.01925,0.04
130128,2456321.71094,18.057000000000002,0.034
130209,2456333.62994,18.0395,0.012
130212,2456336.61278,17.937,0.011
130214,2456338.59020,17.95125,0.012
130218,2456342.64294,18.05,0.023
130220,2456344.57936,17.872,0.026
130226,2456350.64970,18.19575,0.042
130228,2456352.59287,18.05475,0.023
130303,2456355.55293,18.07775,0.029
130311,2456363.58887,18.200499999999998,0.015
130313,2456365.61310,18.053,0.013
130316,2456368.60787,17.8875,0.012
130319,2456371.62107,18.00025,0.027
130321,2456373.61620,18.0515,0.035
130323,2456375.59061,17.9575,0.029
130325,2456377.57334,17.96825,0.03
130327,2456379.56407,17.917749999999998,0.035
130329,2456381.60108,17.90075,0.031
130402,2456385.52756,18.110999999999997,0.015
130404,2456387.56717,17.9615,0.015
130406,2456389.50910,17.836,0.013
130410,2456393.54265,17.97375,0.017
130413,2456396.49333,18.0835,0.016
130912,2456548.86857,17.90375,0.013
130918,2456554.88242,17.9755,0.028
130920,2456556.86529,18.041249999999998,0.031
130921,2456557.84868,18.1545,0.034
130923,2456559.86772,17.88675,0.022
130928,2456564.84802,17.93175,0.025
131001,2456567.85412,18.180500000000002,0.017
131004,2456570.77218,18.21125,0.021
131006,2456572.76165,18.0235,0.016
131008,2456574.81507,18.26875,0.017
131010,2456576.79473,18.15425,0.016
131011,2456577.82835,17.919,0.014
131012,2456578.80278,18.108,0.016
131013,2456579.78996,18.158,0.021
131014,2456580.82552,18.032249999999998,0.015
131016,2456582.81083,17.892500000000002,0.025
131017,2456583.80453,17.762,0.026
131019,2456585.75004,17.9045,0.033
131025,2456591.84693,17.6885,0.015
131026,2456592.82820,17.73725,0.015
131028,2456594.79637,17.9345,0.018
131102,2456599.73991,17.9515,0.015
131102,2456599.80474,17.91375,0.012
131103,2456600.76467,17.78275,0.011
131103,2456600.82756,17.93725,0.011
131104,2456601.81138,17.471,0.009
131105,2456602.76193,17.83375,0.013
131105,2456602.79945,17.80875,0.011
131106,2456603.76426,17.802,0.012
131106,2456603.80602,17.72625,0.011
131108,2456605.76487,17.797250000000002,0.012
131108,2456605.80481,17.904249999999998,0.013
131111,2456608.75078,17.872999999999998,0.015
131112,2456609.78988,17.769,0.012
131113,2456610.70768,17.784,0.021
131114,2456611.72482,17.79025,0.024
131114,2456611.83707,17.6895,0.014
131115,2456612.81669,17.774,0.024
131116,2456613.82811,17.64,0.027
131117,2456614.77150,17.5165,0.026
131118,2456615.79008,17.698249999999998,0.032
131119,2456616.79626,17.6035,0.036
131120,2456617.76157,17.987000000000002,0.039
131121,2456618.79338,17.786250000000003,0.031
131122,2456619.78770,17.84675,0.021
131124,2456621.78967,18.0335,0.038
131125,2456622.81090,17.9605,0.017
131128,2456625.78460,17.802,0.011
131129,2456626.74154,17.83225,0.013
131129,2456626.84140,17.884,0.012
131130,2456627.73820,17.85575,0.012
131201,2456628.78316,17.71775,0.01
131202,2456629.85216,17.7465,0.05
131203,2456630.79383,17.9065,0.041
131205,2456632.64871,17.973999999999997,0.015
131205,2456632.66998,17.7695,0.013
131205,2456632.72008,17.71575,0.012
131205,2456632.74620,17.99275,0.016
131205,2456632.79049,17.909,0.014
131206,2456633.74680,18.083,0.015
131206,2456633.84400,17.76175,0.013
131208,2456635.62772,17.7445,0.015
131208,2456635.63108,17.761499999999998,0.016
131208,2456635.63444,17.80675,0.015
131208,2456635.63779,17.75925,0.015
131208,2456635.66718,17.84675,0.013
131208,2456635.67053,17.74525,0.012
131208,2456635.67390,17.6995,0.012
131208,2456635.67727,17.731749999999998,0.012
131208,2456635.70670,17.69075,0.01
131208,2456635.70670,17.762999999999998,0.011
131208,2456635.71351,17.7365,0.011
131208,2456635.71687,17.82275,0.012
131208,2456635.74625,17.8465,0.012
131208,2456635.74960,17.8085,0.013
131208,2456635.75297,17.80925,0.012
131208,2456635.75633,17.80575,0.011
131208,2456635.78582,17.7935,0.012
131208,2456635.78918,17.756500000000003,0.011
131208,2456635.79253,17.679499999999997,0.01
131208,2456635.79589,17.775750000000002,0.01
131208,2456635.84110,17.729249999999997,0.011
131208,2456635.84445,17.543,0.012
131208,2456635.84779,17.826500000000003,0.016
131208,2456635.85114,17.7715,0.018
131209,2456636.61329,17.978250000000003,0.018
131209,2456636.66197,17.9705,0.017
131209,2456636.75396,17.7385,0.011
131209,2456636.81097,17.9985,0.014
131209,2456636.84813,17.94875,0.016
131210,2456637.61280,17.7745,0.018
131210,2456637.64673,17.903,0.019
131210,2456637.68751,17.636,0.013
131210,2456637.73594,17.89125,0.014
131210,2456637.79289,17.834249999999997,0.011
131210,2456637.84244,17.75275,0.012
131211,2456638.60197,18.104750000000003,0.027
131211,2456638.65269,17.8935,0.022
131211,2456638.66448,17.765749999999997,0.019
131211,2456638.67662,17.87775,0.019
131211,2456638.68831,17.729999999999997,0.016
131211,2456638.70063,17.848999999999997,0.018
131211,2456638.73674,17.9975,0.019
131211,2456638.78992,17.944,0.013
131211,2456638.83623,17.87575,0.012
131212,2456639.72773,17.810750000000002,0.019
131213,2456640.76669,17.83275,0.023
131214,2456641.75031,17.8525,0.032
131215,2456642.73965,18.044999999999998,0.106
131217,2456644.76669,17.7965,0.069
131218,2456645.69629,18.12925,0.062
131219,2456646.75288,17.6125,0.021
131220,2456647.79770,18.02775,0.031
131221,2456648.72754,17.86925,0.019
131222,2456649.66296,17.764499999999998,0.017
131223,2456650.74769,18.08925,0.023
131226,2456653.72628,18.009,0.015
131227,2456654.73548,17.913000000000004,0.012
131228,2456655.70237,18.053749999999997,0.015
131229,2456656.65185,18.104,0.019
131230,2456657.67297,18.08925,0.015
131231,2456658.76232,18.045749999999998,0.015
140101,2456659.69092,18.01,0.014
140102,2456660.68166,17.977,0.012
140103,2456661.75412,17.951500000000003,0.015
140104,2456662.62366,18.0365,0.015
140105,2456663.66790,18.026000000000003,0.017
140106,2456664.67483,17.95425,0.013
140107,2456665.67351,,
140108,2456666.65760,17.77075,0.016
140110,2456668.61311,17.874250000000004,0.02
140111,2456669.64381,17.72675,0.023
140112,2456670.72109,18.0505,0.055
140113,2456671.72575,18.08725,0.089
140115,2456673.69685,17.839,0.05
140117,2456675.75720,18.063750000000002,0.078
140118,2456676.68551,17.9145,0.031
140119,2456677.68637,18.1505,0.028
140120,2456678.66897,18.082,0.021
140122,2456680.64040,17.88975,0.014
140123,2456681.68892,18.026,0.142
140124,2456682.71309,17.95875,0.018
140125,2456683.64101,18.075000000000003,0.016
140126,2456684.72606,17.8475,0.015
140128,2456686.58602,17.9985,0.014
140129,2456687.60262,17.99825,0.015
140130,2456688.65234,18.17275,0.018
140131,2456689.61231,18.0295,0.014
140201,2456690.61723,18.0765,0.017
140202,2456691.63992,17.88025,0.014
140203,2456692.65292,17.80725,0.011
140205,2456694.62920,17.98075,0.016
140206,2456695.63425,17.992749999999997,0.019
140207,2456696.60094,17.98475,0.021
140208,2456697.58118,18.0385,0.027
140209,2456698.62136,18.1875,0.046
140210,2456699.60373,18.104,0.051
140211,2456700.55405,18.246000000000002,0.06
140212,2456701.57877,18.151999999999997,0.044
140214,2456703.62684,17.669249999999998,0.034
140216,2456705.61639,18.113500000000002,0.035
140218,2456707.59529,18.089999999999996,0.026
140220,2456709.57141,18.0445,0.017
140222,2456711.58781,18.134500000000003,0.016
140224,2456713.55911,18.107750000000003,0.017
